#{"t_start": 1776093006.9713504, "env_id": "None"}
r,l,t
1022.560985,6068,176657.655985
1034.174904,5906,176737.003044
1033.297143,5946,176817.840605
1032.236023,5995,176899.982491
1027.844713,6085,176984.144258
1032.46769,5880,177064.676161
1016.576148,6037,177146.495699
1028.926685,5922,177228.635048
1018.796961,6026,178062.227522
1021.600999,6064,178145.599689
1033.88221,5952,178227.631051
1027.881715,6151,178310.322392
1036.589076,5938,178391.04656
1038.813897,6071,178473.494987
1022.234327,6171,178557.501777
1026.082045,5926,178637.898627
1027.64208,5851,178718.406094
1026.946949,5989,178799.766899
1017.02716,6126,179635.694549
1025.699857,5943,179718.119436
1036.256491,5915,179799.241054
1044.18628,5690,179877.865733
1027.891079,6082,179962.171842
1034.161556,5792,180041.035612
1021.352465,6191,180126.344876
1039.668641,5859,180208.038441
1031.082867,6047,180291.302276
1051.315703,5768,180370.551052
1016.731843,6059,181182.497385
1027.38784,5941,181265.646478
1048.150843,5603,181343.670484
1035.495671,5955,181425.188249
1030.780603,6006,181506.706079
1026.998742,6156,181590.849605
1037.373348,5869,181671.204937
1025.678185,6120,181755.373292
1029.844232,6172,181839.319855
1031.23958,6029,181921.723951
1021.39699,6029,182763.959139
1043.285898,5815,182843.980173
1026.459748,6235,182929.812733
1032.207018,5999,183012.355624
1024.472797,6053,183094.582303
1024.006013,6065,183178.028033
1030.633795,6107,183260.605243
1030.850575,6054,183344.807083
1034.168349,6013,183427.118067
1035.241874,6063,183510.804866
1033.345136,5946,184324.470063
1024.99364,5993,184408.54544
1034.803101,5947,184492.340665
1028.799226,5896,184574.174691
1042.848125,5789,184655.60613
1030.139202,5845,184734.952986
1021.686343,6182,184820.887805
1027.732731,6035,184907.084436
1039.676243,5898,184990.00601
1037.168281,5852,185070.829955
1009.954692,6281,185915.728863
1029.982673,6020,185999.067325
1034.545948,5976,186082.151867
1025.669188,5999,186164.720593
1014.736789,6305,186252.01299
1040.406128,5911,186334.960697
1027.593061,6040,186419.269332
1025.287949,5915,186500.156329
1039.624475,5981,186582.943572
1014.276303,5823,186663.367305
1034.01778,6044,187476.808324
1035.200314,6021,187556.435249
999.90356,6084,187638.90114
1031.064544,6009,187719.74203
1023.380671,5907,187799.691534
1029.676764,6136,187882.757612
1026.445395,6007,187963.198959
1020.578429,6101,188044.395502
1030.984924,5930,188122.319408
1031.858899,5973,188202.613467
1022.847669,6238,189029.469385
1043.11881,5767,189108.147854
1044.066385,5793,189187.421143
1039.363652,5892,189265.474998
1030.062823,5877,189344.506169
1032.308012,5947,189424.40876
1027.027467,6196,189508.316399
1030.493157,5912,189587.950604
1013.578483,5986,189668.924667
1034.679697,6056,189749.6295
1019.272927,6178,190560.1663
1022.064069,6016,190640.560322
1022.1062,6172,190724.619984
1017.253334,6059,190806.760759
1032.3257,5932,190888.273837
1027.76567,6128,190969.665592
1026.824942,5867,191047.835347
1025.100016,6072,191129.85543
1023.887572,5915,191208.911621
1040.569026,5938,191289.821863
1025.174743,5850,192107.02813
1038.662756,5965,192187.920508
1034.173293,5889,192267.796795
1034.476939,5943,192348.653307
1019.632859,6101,192431.680799
1016.224868,6044,192514.940507
1029.133134,6009,192598.007525
1029.999854,5924,192680.0743
1025.080038,6007,192759.850116
1027.636461,5972,192841.009137
1029.596309,6181,193649.993957
1033.059378,5897,193728.661262
1030.551366,6008,193808.640907
1031.606822,5963,193888.543243
1029.289833,6109,193969.086048
1028.487928,5895,194049.145181
1017.696268,6055,194130.322554
1028.395804,5802,194211.326131
1033.41287,5825,194290.693682
1025.641222,5861,194369.75389
1023.614042,6082,195194.581496
1023.565316,6070,195276.795455
1036.968329,6015,195358.76981
1025.217622,5961,195439.012692
1026.361346,5996,195518.341683
1030.514159,6111,195600.777682
1033.095101,5865,195682.05706
1033.850428,5979,195763.069707
1033.080679,5857,195841.788068
1030.965022,5895,195919.398556
1049.749948,5728,196726.463289
1026.257876,5965,196806.587728
1029.546151,6036,196887.751905
1025.886525,6070,196969.598131
1031.427275,6070,197051.087949
1029.106296,6090,197133.582047
1031.850949,6077,197214.391464
1017.506126,6069,197294.224374
1028.34022,6150,197376.389477
1035.344305,5870,197455.831275
1026.226075,6310,198282.067721
1025.436629,5984,198363.820738
1024.348945,6078,198444.268228
1031.622933,5987,198526.532243
1019.49407,6015,198607.271297
1042.090198,5885,198688.003802
1011.448503,6132,198769.814619
1015.684097,6040,198849.520173
1031.683384,5941,198929.974665
1026.187299,6175,199011.279252
1004.83626,6117,199842.815099
1027.561295,5945,199923.567919
1019.109229,6019,200004.422688
1007.094494,6184,200088.299952
1019.696595,5830,200167.486053
1027.471441,6075,200250.039139
1037.836841,5899,200329.384776
1031.027771,6023,200409.315785
1036.535234,5907,200491.374173
1017.240065,6075,200575.815062
1028.118511,6025,201395.094449
1026.401149,6011,201477.446733
1035.840517,5819,201559.023357
1030.116202,6016,201641.53738
1032.111067,5947,201724.503199
1003.95921,6238,201809.953874
1040.207629,5709,201890.26158
1030.055764,5867,201970.293503
1040.542194,5794,202049.008162
1034.560771,6008,202131.607065
1028.57298,5932,202977.810365
989.098926,6312,203064.350269
1034.764204,5937,203145.890804
1022.086351,5929,203226.212069
1042.237774,5885,203307.808962
1019.221163,6027,203390.000458
1031.814943,6012,203472.981323
1036.765593,6035,203556.868198
1026.187518,6006,203639.994362
1028.437759,5895,203722.556841
1049.819144,5813,204544.004218
1016.97479,5976,204627.303728
1025.544209,6063,204709.83473
1043.080645,5667,204788.037501
1025.63793,5896,204867.549066
1029.810732,6137,204951.364737
1037.720402,5945,205032.568188
1017.482985,5861,205114.020512
1031.481239,5965,205194.519934
1022.545394,6146,205278.396007
1007.698834,6097,206121.475056
1016.114268,5956,206202.995996
1018.555809,6005,206285.275108
1018.557548,6142,206368.150935
1022.285836,6039,206450.305079
1035.146809,5931,206529.79763
1030.6927,5964,206610.589948
1027.95127,6074,206694.579576
1027.663292,5957,206776.948758
1036.541752,5861,206858.225156
1037.739463,5875,207667.171184
1026.997412,5817,207747.137549
1029.880617,6279,207831.014374
1012.888399,5849,207911.730361
1023.535812,6094,207993.878063
1040.96759,5954,208075.665371
1033.590372,6071,208158.186551
1030.036064,6071,208239.636753
1017.722304,6143,208324.191414
1028.600976,5984,208405.767788
1036.485116,5929,209248.079745
1039.950901,5836,209327.791534
1032.183042,5984,209408.617205
1040.593085,5934,209490.521124
1017.052393,6173,209572.786267
1031.951034,5882,209654.337234
1028.279151,5958,209737.276793
1025.171315,6028,209821.238051
1024.978054,6246,209908.969803
1016.597493,5897,209990.590612
1036.502582,5791,210805.382079
1027.874333,6107,210890.197892
1030.241323,5808,210970.729762
1036.657033,6085,211053.707983
1026.215778,6011,211136.545666
1011.770007,6036,211219.638155
1038.484864,5840,211300.10587
1030.395329,5994,211382.710387
1031.905007,5997,211464.377018
1027.451219,5752,211545.196129
1034.228623,5892,212388.022732
1042.687958,5674,212467.435616
1033.581894,5838,212547.557157
1023.412308,6118,212629.069629
1037.221214,5997,212712.949061
1037.181785,5663,212792.300285
1028.050633,5944,212875.781378
1028.622169,6115,212960.0196
1042.945847,5793,213040.713927
1037.451656,5983,213124.82717
1033.505479,5897,213935.341014
1021.51818,5864,214014.967638
1033.211584,5980,214095.564035
1027.053952,6045,214177.140883
1030.115706,5935,214258.624449
1026.601665,5968,214340.177779
1029.263359,6106,214426.739932
1014.99642,6203,214513.134752
1027.356945,6005,214595.688118
1016.120122,6356,214680.60922
1020.67573,6089,215522.120676
1017.256251,6090,215603.784271
1029.733497,6028,215684.003899
1030.527186,5924,215764.924275
1025.414481,6009,215845.868631
1039.65592,5842,215927.544978
1031.827335,6050,216011.017442
1030.015331,5852,216092.311034
1004.310559,6291,216178.058738
1035.683329,5907,216258.434788
1030.038763,6043,217067.679942
1024.796794,6051,217150.887992
1027.095272,6245,217233.981306
1029.223991,5942,217318.565012
1034.355216,5921,217399.052485
1017.704944,6184,217481.40778
1022.64819,6113,217564.863606
1022.178842,5932,217645.592152
1021.834657,6014,217728.469689
1031.641252,6116,217811.680241
1039.864994,5894,218646.780255
1022.707613,6144,218729.583572
1022.232291,6136,218812.927677
1016.345177,6251,218898.337803
1040.958547,5830,218976.972481
1025.176702,6087,219059.533509
1018.414455,6068,219142.609443
1037.556556,5895,219222.637635
1022.119992,6060,219306.18525
1032.158759,5999,219387.410808
1030.22175,5985,220195.256634
1024.0465,6044,220276.149327
1021.932348,6033,220360.171766
1036.998638,5962,220441.771169
1006.462422,6093,220527.143175
1027.185751,6090,220610.424081
1022.781574,6146,220696.541629
1028.790779,5948,220779.164526
1027.836442,5923,220860.915901
1022.971687,5973,220946.238929
1023.040118,6165,221777.724941
1035.713705,5889,221857.437604
1038.965891,5749,221936.875361
1012.479644,6145,222019.236527
1026.833618,6082,222103.099727
1032.934769,5932,222184.484444
1030.406971,6091,222267.580965
1031.727389,5980,222348.790766
1032.05895,5899,222428.941634
1033.402008,5943,222513.248174
1038.319558,5679,223322.76322
1012.268304,6143,223405.547452
1035.86022,5866,223485.146126
1025.655314,6060,223565.923194
1028.601139,6004,223636.151743
1031.269332,5973,223708.637773
1026.687381,6124,223780.318756
1038.395079,5751,223849.976651
1040.391144,5802,223919.261114
1034.403878,6189,223990.008258
1023.58513,6201,224725.316371
1037.616448,6012,224798.150672
1034.02767,6007,224871.085877
1026.602321,6112,224945.096644
1043.564151,5985,225015.154717
1024.276241,6148,225089.939965
1015.754041,5927,225161.655781
1032.943309,6062,225233.516053
1027.381997,6182,225307.609715
1046.049792,5721,225377.712453
1015.420571,6201,226098.858905
1042.665422,5966,226170.722407
1031.621971,6103,226243.825838
1043.9253,5975,226316.353188
1024.115182,5973,226388.759392
1035.733332,5795,226459.473836
1028.310444,5873,226531.374388
1030.349527,6051,226603.518932
1025.053099,6059,226675.835661
1028.678514,6059,226747.743603
1022.642862,6161,227483.655011
1034.577283,5838,227553.548251
1013.750888,6167,227627.840936
1039.64951,6005,227702.060142
1027.522802,5930,227773.741352
1024.664491,6097,227848.017798
1030.456566,5982,227919.623557
1046.150969,5952,227994.080156
1026.254711,6045,228065.945777
1013.247338,6154,228140.290886
1030.493434,6059,228877.810811
1015.850661,6094,228952.678971
1042.436641,5950,229024.358844
1028.304976,5927,229095.649002
1028.631709,5892,229166.210083
1043.367041,5839,229237.361192
1044.427844,6078,229309.771296
1036.03171,5923,229381.977883
1030.095116,6081,229453.166548
1043.370052,5860,229523.083617
1028.264065,6026,230234.543785
1041.842747,5837,230305.455946
1029.539506,5838,230373.375566
1036.385938,5794,230444.071023
1036.202503,6027,230515.485883
1037.105681,5852,230587.434586
1032.868023,6324,230662.284323
1026.65141,6014,230732.87236
1031.98835,6094,230804.315684
1034.613214,6086,230874.813106
1030.467149,6175,231609.011515
1030.647313,6012,231681.108389
1046.226285,5835,231750.042573
1008.948614,6220,231825.816896
1048.686222,5885,231897.291079
1024.678278,6141,231970.39923
1030.595814,5870,232041.901315
1020.61912,6101,232114.570765
1016.519122,5962,232185.889345
1015.643687,6283,232259.168397
1051.678716,5871,233045.338761
1038.399532,6111,233129.316221
1040.598536,5981,233211.160157
1030.578466,6062,233292.274839
1031.893005,5992,233373.924784
1036.996818,6028,233455.820288
1042.127394,5923,233539.512847
1041.319451,5901,233621.025207
1021.056693,6019,233703.891757
1042.526663,5853,233784.325119
1031.796137,6146,234616.596143
1025.476651,6292,234703.72436
1029.944671,6199,234789.113718
1033.380016,5931,234871.046031
1038.867067,5972,234954.34695
1034.578907,5992,235036.473594
1041.885197,5923,235119.105124
1048.273397,5826,235200.179397
1031.47061,6043,235285.668623
1029.891592,5927,235367.131463
1044.24594,5815,236182.487409
1034.296328,5911,236263.369519
1036.0858,5957,236345.383727
1023.878735,5815,236424.82944
1018.93191,6067,236508.959606
1035.439936,6107,236591.939049
1036.441759,5952,236672.649086
1035.998868,5967,236754.549653
1038.470671,6019,236836.237582
1025.652515,5968,236918.602584
1035.997467,6045,237753.409744
1034.096821,5938,237833.85203
1048.662932,6019,237916.911093
1039.537779,5779,237997.295869
1037.769778,6000,238081.373424
1041.378493,5880,238161.637539
1029.37141,6036,238246.448312
1015.745442,6124,238329.738652
1033.110894,5988,238411.123721
1047.289235,5760,238490.83454
1027.268006,6053,239308.469977
1039.43862,5981,239390.708329
1040.085626,6018,239471.849029
1027.038711,5998,239554.661462
1030.479018,6096,239637.849737
1021.862158,6165,239722.186861
1046.107456,5899,239802.800791
1032.558831,5884,239882.285249
1053.440882,5860,239963.001298
1034.260699,6062,240044.253862
1038.903649,6141,240878.931559
1046.956408,5915,240960.127136
1026.483629,5998,241041.492328
1030.047317,5895,241122.724912
1045.412334,5936,241203.467406
1045.581576,5805,241283.562301
1036.462388,5979,241365.99501
1030.366595,5993,241445.979532
1047.760006,5835,241526.177293
1039.918267,6068,241607.886902
1026.256969,6054,242450.94725
1035.406999,5833,242533.31572
1035.443013,5986,242616.284341
1041.992602,5830,242696.61863
1033.83052,6171,242781.762256
1038.266598,5887,242862.776522
1023.829705,5902,242944.966655
1033.274833,6063,243028.258312
1026.937957,6172,243110.643821
1044.257171,5834,243189.665201
1037.035235,5795,244001.889517
1034.978997,5963,244084.925689
1039.364212,5797,244164.861673
1031.881591,6016,244247.595274
1009.771343,6275,244332.646812
1018.152309,6004,244413.600252
1037.853985,5757,244495.108741
1031.139059,6028,244578.963439
1031.7556,6151,244664.670031
1030.899438,5983,244747.641225
1035.238577,6116,245582.736516
1028.018783,5933,245666.221293
1033.231497,5873,245745.093622
1040.658728,5962,245828.869819
1028.158606,6190,245912.289064
1025.577134,5998,245995.058865
1026.906701,6072,246081.667111
1038.140337,5899,246162.174383
1022.646151,6128,246245.671601
1024.373142,6103,246327.995464
1037.157943,5883,247140.434265
1026.53635,6051,247224.584289
1036.680546,5951,247308.242417
1034.500211,6011,247391.446239
1037.382238,5993,247476.132521
1027.805974,6097,247559.48405
1043.559148,5904,247639.734794
1049.474656,5713,247719.785045
1022.962386,6038,247802.809722
1029.807326,6051,247886.471562
1034.490609,6064,248732.949559
1039.823723,6083,248815.023581
1026.691886,6099,248899.888954
1034.314638,5964,248982.561349
1042.876921,6050,249066.374485
1032.72561,6070,249151.61528
1031.048333,6118,249233.859791
1026.168105,5912,249315.144921
1022.538844,6043,249397.641623
1038.317571,5999,249481.096101
1025.886395,5918,250301.18094
1030.955525,6160,250385.492147
1041.510971,5860,250468.713315
1038.426476,6048,250556.154404
1021.368174,6089,250641.864397
1024.035944,5964,250725.895795
1028.361026,6130,250811.273105
1026.612736,6234,250898.228243
1031.619597,6086,250984.920284
1019.695194,5957,251069.249021
1030.111499,5858,251933.198295
1043.228219,5948,252016.476462
1029.550543,6056,252101.095229
1042.913621,5986,252186.576679
1032.07296,6043,252271.674339
1021.012321,6080,252357.391956
1041.850841,5982,252441.283583
1026.407501,5948,252523.792004
1045.530734,5744,252605.800258
1038.667841,6019,252689.519713
1032.681989,5933,253538.057096
1020.507223,5959,253623.540217
1019.358231,5964,253709.252195
1023.922133,6228,253797.338622
1043.514024,5848,253881.020065
1009.982993,6200,253967.113351
1037.055946,5940,254053.408076
1035.404673,5806,254138.275599
1027.08732,6091,254224.846709
1026.79534,6121,254311.105532
1029.64726,6180,255162.240964
1026.720515,6042,255246.171186
1047.094024,5875,255333.680785
1025.354151,6084,255419.075318
1024.325283,6062,255505.094227
1029.728103,6004,255588.967814
1025.024494,6021,255674.342111
1034.762246,5951,255757.572788
1039.750352,6053,255842.016295
1026.05614,6266,255929.245979
1025.033734,6120,256789.296112
1042.864877,5800,256874.023737
1017.662843,5863,256957.505
1032.680476,5973,257040.121515
1047.781094,5920,257124.69093
1027.869129,6053,257209.253027
1030.445221,6039,257294.95833
1034.540944,6009,257378.86518
1031.430626,5711,257460.046158
1036.300513,5867,257542.179298
1022.097692,6159,258435.015907
1024.389664,6057,258523.552191
1028.442996,5947,258608.884614
1018.914901,6249,258698.473347
1055.7128,5652,258779.361812
1027.224996,6060,258864.502121
1029.17991,6096,258951.503778
1028.986243,5959,259036.618212
1030.875177,6173,259124.027396
1027.633169,6087,259208.873493
1041.442998,6059,260052.71512
1022.902907,6100,260137.385688
1042.263537,6023,260222.798197
1031.347179,5913,260305.611672
1035.188771,5783,260387.920697
1027.930118,5983,260473.282372
1044.637786,5840,260555.041101
1030.662545,6250,260643.776726
1029.975265,6258,260732.282641
1055.965517,5791,260814.754917
1029.769109,5987,261688.355309
1035.828229,6032,261772.182117
1045.557035,5791,261854.884721
1030.867908,6053,261940.028342
1033.419611,5938,262024.686549
1022.705496,6221,262111.618811
1033.963494,5955,262194.997103
1013.152276,5947,262279.719338
1023.412391,6077,262364.299179
1030.188739,5907,262448.560384
1032.451854,5848,263294.923495
1031.090463,6016,263382.061664
1031.466409,5836,263463.156395
1016.418663,6185,263550.980505
1034.37586,5958,263635.365171
1044.50815,6018,263720.247016
1038.420346,5799,263803.461644
1029.044797,5945,263887.561564
1045.556254,5696,263969.01609
1022.850645,6113,264055.123036
1044.625814,5713,264921.747773
1027.462321,6115,265006.50035
1017.061956,6025,265089.294532
1020.083215,6283,265176.784977
1039.245723,6162,265262.040405
1032.660765,6147,265348.621135
998.089619,6001,265433.586735
1027.093814,6017,265517.639536
1019.132412,6174,265603.582071
1026.805064,6187,265688.81762
1038.006448,5873,266532.006288
1025.573551,6074,266618.487727
1023.928152,6202,266705.44277
1034.75735,6029,266791.224735
1031.590854,5816,266873.819033
1028.609629,6066,266959.315938
1037.179434,5827,267043.130834
1037.87629,5911,267125.754444
1042.061685,5753,267209.466478
1027.895125,6129,267295.653882
1040.803689,5843,268157.906368
1023.623404,5883,268240.729074
1039.709722,5840,268322.936274
1035.225344,5741,268405.000042
1030.524791,6016,268489.339077
1026.909445,6182,268577.342041
1020.745455,6102,268661.835032
1047.951453,5641,268741.752084
1040.995772,5772,268825.208944
1033.770547,5932,268908.890588
1037.897243,5888,269763.28246
1038.610526,6011,269850.9388
1030.653475,5853,269934.283662
1034.044891,5998,270019.701972
1041.714824,5804,270102.622566
1040.075393,5879,270186.763294
1047.524407,5992,270272.572858
1030.887406,5919,270357.28777
1023.347163,6236,270446.238955
1034.730029,6109,270533.289105
1035.9763,5920,271400.263984
1021.289597,6063,271487.491927
1036.071509,5701,271568.903664
1034.464982,6072,271655.816497
1012.748968,6168,271742.154119
1032.936373,6027,271827.966302
1026.571255,6131,271915.158217
1024.931541,6039,271999.832866
1035.554551,6128,272088.163744
1029.457084,5942,272174.730715
1024.327166,6184,273032.339363
1046.123479,5839,273117.317382
1032.683094,6099,273203.694221
1016.964484,6232,273290.389397
1024.573852,5927,273375.564211
1024.111479,6040,273461.957257
1021.535247,6013,273549.011168
1024.665711,6284,273636.438899
1048.683395,5931,273720.676291
1039.232821,5787,273804.727537
1044.561201,6049,274671.563963
1019.042683,5948,274756.952588
1033.468883,5961,274842.114749
1022.667898,6139,274930.35674
1028.4023,6209,275017.420611
1040.106959,5861,275100.858448
1036.266459,5981,275187.268922
1037.755847,5754,275269.43184
1027.813822,6071,275356.399766
1047.88932,5767,275438.645873
1039.815247,5917,276313.649399
1019.831524,6001,276399.526749
1032.490749,6137,276484.987087
1031.396162,6012,276570.593394
1038.026944,5956,276656.927046
1031.988458,6051,276743.663255
1040.700545,5975,276831.658921
1038.42323,5884,276917.908225
1036.376426,5940,277003.795144
1032.610634,5910,277089.4761
1029.944681,6086,277940.829711
1027.896047,6232,278028.242615
1040.426161,6123,278116.141589
1026.344778,6050,278203.207639
1040.31463,5940,278288.436092
1031.942939,6040,278374.948622
1029.521494,6001,278463.653127
1041.246588,6039,278551.199507
1027.405996,6184,278638.174113
1040.705964,5943,278724.511829
1036.662695,5970,279599.445883
1022.659476,6160,279686.761026
1024.788018,6026,279771.964859
1046.70458,5849,279854.683946
1039.017107,5928,279940.243108
1033.473284,6055,280026.913836
1034.638968,6072,280114.238156
1041.259133,5793,280197.219734
1044.496058,5903,280282.224869
1043.626386,5837,280366.639514
1044.648881,5803,281215.300441
1017.802167,6155,281302.468357
1032.690619,5901,281387.635954
1026.391715,6068,281473.317269
1037.848168,6082,281559.043691
1031.932503,5931,281644.930176
1033.225685,5874,281728.715764
1027.760808,5983,281815.603692
1026.356312,6215,281904.12226
1050.37861,5880,281990.075993
1018.811623,6086,282861.155681
1023.839068,5846,282943.612413
1025.79399,6026,283029.729604
1042.839057,5941,283113.427179
1029.449421,6011,283200.81799
1022.881964,6032,283286.052741
1032.514466,5935,283371.505972
1019.907978,6122,283457.210673
1029.261992,6187,283543.937083
1038.683002,5707,283626.563537
1034.674331,5974,284478.898745
1042.075067,5928,284563.179397
1030.006387,5907,284647.206655
1027.668052,5974,284732.180794
1023.387935,5915,284815.683238
1025.360146,6118,284902.690948
1037.27089,5919,284986.978298
1039.912944,5989,285073.298321
1040.396228,5924,285157.403598
1047.81416,5596,285238.887978
1043.530819,5987,286110.702342
1033.477681,6163,286198.481659
1022.207663,5968,286284.700936
1023.963053,6102,286371.542772
1020.446346,6111,286456.790735
1023.868023,6133,286545.236299
1031.646712,5839,286630.501576
1042.605893,5771,286714.890974
1040.721837,5732,286796.749707
1041.979972,5867,286880.29657
1017.791987,6317,287737.650389
1043.416816,5854,287822.635636
1032.985403,5951,287908.094199
1030.075592,6011,287995.844933
1027.889179,6045,288080.984745
1028.948815,5910,288167.065845
1035.888629,6032,288254.021993
1026.876554,6176,288340.022537
1026.392227,6027,288425.770423
1038.952659,5928,288509.955776
1041.844966,5979,289384.878589
1042.483567,6042,289469.555182
1041.056864,6104,289555.319077
1030.857421,6123,289643.07702
1028.589209,5971,289727.784894
1035.705919,6021,289814.761488
1010.562394,6077,289900.742613
1018.188059,5943,289985.968852
1027.919069,5999,290070.287795
1037.617204,6009,290155.433252
1031.862126,5979,291030.089875
1027.552178,6064,291115.70861
1008.70803,6039,291204.587953
1031.113248,6010,291291.140664
1048.843793,5794,291374.861186
1033.943365,6013,291461.631568
1029.12811,6145,291549.546079
1031.264137,6078,291636.318757
1016.609093,6126,291722.971633
1015.598467,6257,291810.216638
1034.758142,5763,292651.146234
1026.758953,5960,292737.598331
1033.600855,5997,292824.942561
1025.352381,5946,292911.787713
1032.868626,5975,292997.66653
1025.757619,6014,293082.440698
1038.783435,5833,293167.30312
1024.67637,6038,293253.206574
1024.050407,6067,293342.509228
1042.299195,5838,293426.044071
1027.233485,5726,294296.681288
1016.510239,6230,294385.644033
1037.528318,5822,294468.736379
1014.36315,6220,294559.262167
1025.802052,5983,294646.261678
1036.427228,5977,294733.074777
1023.984178,5958,294818.814987
1007.384111,6035,294902.934242
1035.052511,5908,294984.885786
1028.535014,5931,295066.541373
1042.717139,5707,295982.464299
1036.219242,6084,296080.155503
1038.073829,5894,296171.890783
1004.516297,6283,296269.069355
1040.435491,5920,296362.275455
1032.099775,5928,296458.06018
1029.045825,5995,296552.407034
1035.273236,5858,296638.574039
1024.019526,6039,296725.640318
1035.62981,5996,296812.84929
1031.045893,6033,297720.255854
1025.432211,6146,297811.6058
1026.5117,5857,297896.181478
1037.777567,6044,297983.03548
1033.309856,5919,298068.049512
1022.109021,6101,298154.237792
1019.825036,6199,298243.635828
1029.306815,6107,298331.663054
1043.284847,5750,298414.872206
1029.242963,6054,298500.391157
1031.295102,6131,299360.658576
1026.022017,5922,299446.006838
1030.302891,6092,299535.982109
1026.970858,6034,299623.332354
1043.00393,5841,299709.406999
1034.013705,5984,299796.170436
1033.321986,5908,299880.521978
1045.500664,5712,299963.861315
1013.41422,6204,300053.201487
1033.284044,5953,300139.803989
1024.717493,5935,301026.823379
1029.047171,5887,301111.548995
1043.084282,6037,301199.236442
1041.789959,5981,301288.216894
1017.393483,6121,301377.585462
1042.942321,5738,301460.239204
1041.944683,5905,301545.403558
1040.875748,6017,301630.882708
1029.854594,6007,301715.205511
1027.413727,5999,301800.920091
1020.632582,6186,302669.116615
1043.711182,5734,302753.409034
1037.597199,5733,302837.982695
1028.818815,5829,302922.183663
1028.53865,5952,303008.313285
1041.091131,5987,303094.943022
1022.244319,5826,303179.518925
1019.39388,5963,303266.840537
1034.928487,5904,303351.172774
1035.25071,5975,303438.005299
1035.345741,5979,304312.652617
1030.145312,5931,304398.846484
1037.990892,5951,304486.299384
1030.627156,6012,304573.117296
1028.653979,5955,304657.860991
1027.433101,6122,304746.678937
1027.856012,6135,304835.981575
1028.746012,6253,304926.537709
1027.885885,6137,305014.814418
1032.94705,6094,305103.437067
1029.559554,6212,305955.360309
1028.138366,6125,306040.96719
1021.567829,5946,306123.930772
1029.509524,6015,306210.226378
1037.619267,6013,306296.016871
1022.729659,6105,306382.966575
1036.351008,5904,306466.190347
1025.721824,6074,306549.830251
1042.134902,5885,306636.988009
1030.138362,6095,306722.328954
1037.6215,5984,307596.561749
1019.128182,6081,307682.940394
1031.624291,5835,307765.637429
1029.580806,6119,307852.304321
1038.352556,6048,307938.19922
1033.427097,5992,308023.854725
1024.347245,6054,308108.102906
1032.338264,6116,308193.856996
1027.473467,6092,308281.785139
1039.086791,5812,308364.026249
1033.183222,6189,309220.100984
1021.820228,6103,309305.038287
1036.808544,5878,309388.387633
1022.264419,6025,309472.509088
1029.032392,6106,309559.390472
1012.566396,6160,309645.749955
1017.816504,6118,309731.513594
1037.324218,6023,309817.864011
1022.426075,6031,309903.310404
1040.004909,5871,309988.899356
1026.38763,6105,310863.425756
1013.28591,6242,310952.287198
1032.746817,5917,311036.363218
1017.572828,6274,311122.569713
1036.886251,5914,311209.533475
1039.282503,5920,311293.462883
1027.606015,6046,311381.459767
1036.015343,5965,311467.971907
1028.598301,6125,311554.989848
1028.088354,6106,311642.21383
4,302488.200082
1012.385119,6137,302573.732678
1032.662742,6050,302657.415965
1034.537268,5869,302738.512489
1029.874072,5904,302821.138421
1051.881646,5655,302900.578228
1027.551532,6148,302985.117893
1033.951453,6010,303067.059187
1025.398066,6082,303150.3301
1033.978966,5879,303232.094181
1025.067469,5995,304067.933862
1033.708427,5882,304151.021824
1021.229677,5986,304233.294196
1023.27522,6210,304316.293213
1014.660362,6212,304400.677455
1032.359571,6139,304484.571293
1030.370707,6019,304568.082141
1022.152065,6030,304651.648358
1018.960928,6164,304737.058439
1035.18425,5966,304818.745418
1032.549396,6028,305658.858093
1038.645687,5709,305738.582007
1028.366719,6197,305823.850323
1027.559687,6226,305908.619061
1016.597355,6019,305990.959174
1017.533342,6036,306072.332763
1039.755181,5849,306154.782845
1024.723172,6033,306237.881149
1018.749312,6078,306321.919556
1037.416814,5922,306404.39715
1037.119349,5810,307233.608304
1036.708386,5898,307316.272717
1017.228638,6087,307400.765992
1024.904616,6113,307487.072298
1036.678513,6032,307571.520254
1038.059827,6063,307654.44331
1029.656599,6057,307736.569757
1034.073255,6042,307821.336492
1033.693522,5873,307902.42851
1031.75526,6038,307986.537307
1035.012476,5990,308838.235045
1025.934009,5878,308919.618556
1019.910393,6071,309005.150733
1020.934632,6004,309088.955068
1034.959149,5880,309172.061177
1013.256335,5937,309253.998681
1033.008563,5984,309336.336079
1042.575967,5596,309415.09518
1032.846673,5910,309496.309175
1018.851713,6068,309580.817241
1043.399236,5799,310410.900802
1015.418078,6176,310495.234079
1036.853295,5786,310575.352829
1039.671293,5889,310657.944275
1038.427524,5884,310743.069223
1011.937552,6001,310826.782962
1027.874698,6157,310911.820563
1029.143306,5812,310993.956733
1033.708046,5866,311075.652831
1023.407872,6355,311161.320786
