from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
creating environmental permit decision,enter date draft decisionenvironmental permit,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,create cover letter permanent suspension,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase updated plan requested,phase application receptive,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,enter enddate suspension art. 35 WABO,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
register number of days extension period,send confirmation receipt additional data,0,5,0.0,7.0,4.333,2.115,0.0,True,learned_prefer
phase updated plan requested,phase advice known,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase updated plan requested,completed subcases content,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
open draft decision for inspection,term to perspective,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase updated plan requested,resume completeness subcases,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
creating environmental permit decision,phase decision ready,0,4,0.0,1.9,4.333,2.115,0.0,True,learned_prefer
phase permanently suspended,set decision status,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
read field phased application,phase additional information received,0,5,0.0,7.0,4.333,2.115,0.0,True,learned_prefer
request further information,suspension ground applicable,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
request further information,article 34  WABO applies,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
request further information,treat subcases content,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
request further information,inform BAG administrator,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
request further information,assessment of content completed,0,2,0.0,6.2,4.333,2.115,0.0,True,learned_prefer
phase additional information received,phase application receptive,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,start WABOprocedure,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,no permit needed or only notification needed,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,phase draft decision ready,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,enter publication date draft decision,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,procedure change,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,enter senddate decision suspension,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,enter senddate acknowledgement,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,create procedure confirmation,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,record date of decision environmental permit,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,resume completeness subcases,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,generate draft decision environmental permit,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,MER present in supplement,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,extend procedure term,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,send confirmation receipt,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,set decision phase: suspension cancelled,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,start decisionphase draft decision - permitting decided,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,enter senddate decision environmental permit,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
phase additional information received,enter date draft decisionenvironmental permit,0,2,0.0,2.1,4.289,2.101,0.0,True,learned_prefer
stop all running subcases 2b,phase application receptive,0,4,0.0,7.0,4.259,2.091,0.0,True,learned_prefer
enter date decision permanent suspension,enter senddate retrieve missing data,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
create monitoring case,enter senddate decision environmental permit,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
create monitoring case,phase decision sent,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
create monitoring case,treat objection subcase,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,enter senddate decision suspension,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,send decision suspension,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,submit decision,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,creating environmental permit decision,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,treat subcases content,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,treat subcases completeness,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
creating decision suspension art. 33 WABO,subcase art. 33 WABO completed,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
create monitoring case,set decision phase inspection of decision permitting,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
enter date decision permanent suspension,creating decision permanently suspended,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
create monitoring case,phase advice known,0,3,0.0,6.8,4.238,2.083,0.0,True,learned_prefer
treat subcases completeness,creating decision suspension art. 33 WABO,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,request updated plan,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,received OLO documents,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,phase procedure extended,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,send design decision to stakeholders,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,term for supplying missing data,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,phase decision taken,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,create publication document,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,creating environmental permit decision,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,registration date publication,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,send letter in progress,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,suspend term,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,phase draft decision ready,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,activities regular procedure,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,start decision phase extension granted,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,extend procedure term,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,inform BAG administrator,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,enter senddate decision permanent suspension,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,enter senddate draft decision,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
treat subcases completeness,creating decision procedure term extension,0,3,0.0,1.6,4.231,2.081,0.0,True,learned_prefer
enter senddate decision suspension,treat subcases content,0,5,0.0,7.2,4.212,2.075,0.0,True,learned_prefer
by law,assessment of content completed,0,5,0.0,7.2,4.212,2.075,0.0,True,learned_prefer
enter senddate decision suspension,OLO messaging active,0,5,0.0,7.2,4.212,2.075,0.0,True,learned_prefer
appeal logded,create publication document,0,2,0.0,6.5,4.2,2.07,0.0,True,learned_prefer
appeal logded,enter senddate decision environmental permit,0,2,0.0,6.5,4.2,2.07,0.0,True,learned_prefer
appeal logded,register deadline,0,2,0.0,6.5,4.2,2.07,0.0,True,learned_prefer
forward to the competent authority,assessment of content completed,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,treat subcases completeness,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,regular procedure without MER,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,terminate on request,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,phase application receptive,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,grounds for refusal,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,phase decision sent,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,phase decision ready,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,calculate final charges,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,completed subcases content,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,forward transcript to stakeholders,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,registrer date of publishing received request,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,phase decision taken,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,decision date prior to decision,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,set decision status,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,request complete,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,request to competent authority,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,send send confirmation competent authority,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,register deadline,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,start WABOprocedure,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,enter senddate decision,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
forward to the competent authority,enter date termination request received,0,2,0.0,1.5,4.169,2.06,0.0,True,learned_prefer
create draft environtmental permit,registration date publication,0,4,0.0,4.3,4.156,2.055,0.0,True,learned_prefer
create draft environtmental permit,received OLO documents,0,4,0.0,4.3,4.156,2.055,0.0,True,learned_prefer
create draft environtmental permit,set decision status,0,4,0.0,4.3,4.156,2.055,0.0,True,learned_prefer
create draft environtmental permit,generate draft decision environmental permit,0,4,0.0,4.3,4.156,2.055,0.0,True,learned_prefer
create draft environtmental permit,start decision phase decision permitting sent,0,4,0.0,4.3,4.156,2.055,0.0,True,learned_prefer
set decision phase: suspension cancelled,completed subcases content,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
set decision phase: suspension cancelled,enter senddate decision environmental permit,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,creating environmental permit decision,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,enter senddate decision procedure term extension,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,phase asked additional information,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
set decision phase: suspension cancelled,refusal after suspension,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
set decision phase: suspension cancelled,enter enddate suspension art. 33 WABO,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,phase additional information received,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,enter senddate procedure term extension,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,creating decision procedure term extension,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase procedure extended,treat subcases completeness,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
set decision phase: suspension cancelled,set decision phase suspension sent,0,3,0.0,7.0,4.143,2.051,0.0,True,learned_prefer
phase concept draft decision ready,phase draft decision ready,1,2,6.7,1.9,4.123,2.044,-0.151,True,learned_prefer
retrieve missing data,phase concept draft decision ready,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
perspective regarding draft founded,read publication date field,0,1,0.0,5.6,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,subcase perspective complete,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
perspective regarding draft founded,enter date publication decision environmental permit,0,1,0.0,5.6,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,stop procedure after permanent suspension,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
enter senddate letter to stakeholders,phase forwarded to competent authority,0,1,0.0,5.6,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,register deadline,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,enter senddate acknowledgement,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
create cover letter permanent suspension,create procedure confirmation,0,1,0.0,5.6,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,enter date decision permanent suspension,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
create cover letter permanent suspension,objection to permanent suspension received,0,1,0.0,5.6,4.111,2.04,0.0,True,learned_prefer
create cover letter permanent suspension,enter receipt of additional data,0,1,0.0,5.6,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,treat subcases content,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,request complete,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,send confirmation receipt,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
retrieve missing data,send design decision to stakeholders,0,3,0.0,2.3,4.111,2.04,0.0,True,learned_prefer
