from_activity,to_activity,rl_count,random_count,rl_pct,random_pct,preference_ratio,log2_ratio,avg_reward_rl,in_real_log,transition_type
enter senddate draft decision,start decision phase decision permitting sent,0,2,0.0,2.4,11.4,3.511,0.0,True,learned_prefer
enter senddate draft decision,treat subcases completeness,0,2,0.0,2.4,11.4,3.511,0.0,True,learned_prefer
enter senddate draft decision,send design decision to stakeholders,0,2,0.0,2.4,11.4,3.511,0.0,True,learned_prefer
enter senddate draft decision,enter date draft decisionenvironmental permit,0,2,0.0,2.4,11.4,3.511,0.0,True,learned_prefer
enter senddate draft decision,start decisionphase draft decision - permitting decided,0,2,0.0,2.4,11.4,3.511,0.0,True,learned_prefer
entering senddate draft decision environmental permit,forward to the competent authority,4,5,66.7,5.6,11.392,3.51,-0.013,True,learned_prefer
procedure change,set decision phase: draft decision for inspection,0,5,0.0,2.7,11.364,3.506,0.0,True,learned_prefer
procedure change,register date environmental permit decision,0,5,0.0,2.7,11.364,3.506,0.0,True,learned_prefer
enrich draft decision,enrich draft decision environmental permit,0,1,0.0,2.0,11.222,3.488,0.0,True,learned_prefer
enrich draft decision,open draft decision for inspection,0,1,0.0,2.0,11.222,3.488,0.0,True,learned_prefer
enrich draft decision,procedure change after completeness,0,1,0.0,2.0,11.222,3.488,0.0,True,learned_prefer
enrich draft decision,publish official draft decision,0,1,0.0,2.0,11.222,3.488,0.0,True,learned_prefer
enrich draft decision,enter date draft decisionenvironmental permit,0,1,0.0,2.0,11.222,3.488,0.0,True,learned_prefer
enrich draft decision,enter date advice on treatment of environmental permit,0,1,0.0,2.0,11.222,3.488,0.0,True,learned_prefer
resume completeness subcases,phase concept draft decision ready,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,enter date decision permanent suspension,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,treat subcases content,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,article 34  WABO applies,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,send confirmation receipt,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,suspend term,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,registration date publication,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,phase archived case,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,record date of decision environmental permit,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,register objection and appeal periods,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,close case,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
resume completeness subcases,create cover letter permanent suspension,0,2,0.0,2.4,11.133,3.477,0.0,True,learned_prefer
phase decision ready,generating decision environmental permit,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
phase decision ready,create decision procedure term extension,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
phase decision ready,creating environmental permit decision,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,investigate BAG objects,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
phase decision ready,set decision phase: draft decision for inspection,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
phase decision ready,treat subcases completeness,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,no permit needed or only notification needed,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
phase decision ready,phase concept draft decision ready,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
phase decision ready,received OLO documents,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,enter date draft decisionenvironmental permit,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,calculate provisional charges,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,activities regular procedure,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,phased application,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
subcase art. 33 WABO completed,phase updated plan received,0,1,0.0,2.0,11.0,3.459,0.0,True,learned_prefer
subcase art. 33 WABO completed,creating decision suspension art. 34 WABO,0,1,0.0,2.0,11.0,3.459,0.0,True,learned_prefer
subcase art. 33 WABO completed,creating environmental permit decision,0,1,0.0,2.0,11.0,3.459,0.0,True,learned_prefer
subcase art. 33 WABO completed,phase advice known,0,1,0.0,2.0,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,date for inspection MER,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
phase decision ready,phase archived case,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
phase decision ready,enter senddate draft decision,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
phase decision ready,register submission date request,0,4,0.0,2.7,11.0,3.459,0.0,True,learned_prefer
subcase art. 33 WABO completed,phase procedure resumed,0,1,0.0,2.0,11.0,3.459,0.0,True,learned_prefer
inform BAG administrator,perspective on draft decision environmental permit received,0,3,0.0,2.6,11.0,3.459,0.0,True,learned_prefer
enter date decision suspension,investigate BAG objects,1,0,14.3,0.0,11.0,3.459,-0.013,True,learned_prefer
completed subcases content,phase concept decision ready,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,treat subcases content,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,treat subcases present decision,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,create cover letter extend procedure term,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,assessment of content completed,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,phase procedure term resumed,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,receive request extension,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,set decision phase suspension sent,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,register submission date request,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,message change status,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,grounds for refusal,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,registration date publication,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,phase decision suspended,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,enter senddate acknowledgement,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,inform BAG administrator,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,investigate BAG objects,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
completed subcases content,subcase art. 33 WABO completed,0,3,0.0,1.6,10.943,3.452,0.0,True,learned_prefer
transcript decision environmental permit to stakeholders,send procedure confirmation,73,1,13.0,0.8,10.932,3.451,-0.232,True,learned_prefer
create subcases completeness,phase concept draft decision ready,15,1,11.7,0.7,10.816,3.435,-0.175,True,learned_prefer
register objection and appeal periods,set decision status,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
register objection and appeal periods,perspective on draft decision environmental permit received,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
register objection and appeal periods,transcript decision environmental permit to stakeholders,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
register objection and appeal periods,assessment of content completed,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
register objection and appeal periods,create publication document,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
register objection and appeal periods,read publication date field,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
register objection and appeal periods,registrer date of publishing received request,0,3,0.0,2.7,10.81,3.434,0.0,True,learned_prefer
enter senddate procedure term extension,by law,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,create publication document,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,copy decision to extend procedure to stakeholders,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,enter senddate procedure term extension,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,enter senddate retrieve missing data,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,stop all running subcases 2b,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,decision date prior to decision,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,set decision phase decision permitting decided,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,treat subcases completeness,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,enter senddate decision procedure term extension,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,received OLO documents,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,procedure change,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,start decision phase extension granted,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,set decision status,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,phase procedure extended,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,no permit needed or only notification needed,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,submit draft decision,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,create publication document,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,create decision procedure term extension,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,create cover letter extend procedure term,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,WAW permit aspect,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,send confirmation receipt,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
creating decision procedure term extension,enter senddate decision procedure term extension,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,grounds for refusal,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,phase additional information received,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,forward to the competent authority,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,term for supplying missing data,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,create decision procedure term extension,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,treat subcases content,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,create letter requesting updated plan,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
enter senddate procedure term extension,decision date prior to decision,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,treat subcases content,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,phase asked additional information,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,send confirmation receipt,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,registrer date of publishing received request,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,register number of days extension period,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,phase decision sent,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
MER present in supplement,receive additional information,0,1,0.0,2.1,10.778,3.43,0.0,True,learned_prefer
applicant is stakeholder,phase advice known,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,creating environmental permit decision,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,treat subcases content,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,procedure change,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,set decision phase suspension decided,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,regular procedure applies,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,registration date publication,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,send confirmation receipt,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
applicant is stakeholder,terminate on request,0,3,0.0,2.7,10.619,3.409,0.0,True,learned_prefer
generate publication document decision environmental permit,registrer date of publishing received request,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,register date environmental permit decision,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,record date of decision environmental permit,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,phase decision taken,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,enter senddate decision environmental permit,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,enter senddate procedure confirmation,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,set decision phase decision permitting decided,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,register objection and appeal periods,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,creating environmental permit decision,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,subcases completeness completed,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,treat subcase perspective,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,transcript decision environmental permit to stakeholders,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,terminate on request,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,submit decision,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,enter date publication decision environmental permit,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,decision procedure term extension,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,date decision for inspection,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,contested decision affected,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
generate publication document decision environmental permit,publication date draft decision,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
enter publication date draft decision,phase draft decision made,0,1,0.0,2.1,10.556,3.4,0.0,True,learned_prefer
grounds for refusal,register date environmental permit decision,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,phase draft decision made,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,terminate on request,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,assessment of content completed,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,create draft environtmental permit,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,publication date draft decision,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,dismiss under mandate,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,set decision phase decision permitting decided,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,regular procedure without MER,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,enter date draft decisionenvironmental permit,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,enter publication date draft decision,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,enter date advice on treatment of environmental permit,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,phase draft decision sent,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,set decision status,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
generate draft decision environmental permit,treat subcases content,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,phase concept draft decision ready,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,phase application received,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,phase advice known,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,extend procedure term,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,treat subcases completeness,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,suspension ground applicable,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,create cover letter draft decision,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,create publication document,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,assessment of content completed,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,applicant is stakeholder,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,MER present,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,continuation term to decision,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,send confirmation receipt,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,registration receipt further information,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,register receipt updated plan,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
grounds for refusal,send confirmation receipt additional data,0,2,0.0,2.6,10.467,3.388,0.0,True,learned_prefer
request complete,create publication document,0,5,0.0,2.9,10.455,3.386,0.0,True,learned_prefer
request complete,enter senddate decision,0,5,0.0,2.9,10.455,3.386,0.0,True,learned_prefer
request complete,phase decision ready,0,5,0.0,2.9,10.455,3.386,0.0,True,learned_prefer
request complete,phase asked additional information,0,5,0.0,2.9,10.455,3.386,0.0,True,learned_prefer
request complete,stop suspended completeness subcases,0,5,0.0,2.9,10.455,3.386,0.0,True,learned_prefer
request complete,submit decision,0,5,0.0,2.9,10.455,3.386,0.0,True,learned_prefer
enter senddate decision environmental permit,set decision phase: draft decision for inspection,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,create publication document,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,OLO messaging active,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,send design decision to stakeholders,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,creating environmental permit decision,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,forward to the competent authority,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,received OLO documents,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,inform BAG administrator,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,generate publication document decision environmental permit,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,grounds for refusal,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,objection lodged against decision,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,registration date publication,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,register receipt updated plan,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,phase application receptive,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,procedure change,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,assessment of content completed,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,perspective on draft decision environmental permit received,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,enter senddate procedure term extension,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,phase advice known,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
enter senddate decision environmental permit,appeal logded,0,3,0.0,1.6,10.429,3.382,0.0,True,learned_prefer
create subcases content,submit decision,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,phase concept draft decision ready,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
create subcases content,phase decision ready,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,treat subcases content,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,suspension ground applicable,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,set decision phase inspection of decision permitting,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,create publication document,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,completed subcases content,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
create subcases content,open draft decision for inspection,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,MER required,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,phase advice known,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
create subcases content,send confirmation receipt additional data,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,procedure change,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,subcases completeness completed,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,set decision status,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,read field phased application,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,set decision phase: draft decision permitted sent,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,start decision phase decision permitting sent,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,set decision status,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
create subcases content,receive additional information,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,regular procedure without MER,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,perspective on draft decision environmental permit received,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
create subcases content,enter senddate decision environmental permit,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,OLO messaging active,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,request advice through OLO,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,extend procedure term,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
create subcases content,creating environmental permit decision,0,1,0.0,2.2,10.333,3.369,0.0,True,learned_prefer
phase draft decision made,publication date draft decision,0,2,0.0,2.6,10.333,3.369,0.0,True,learned_prefer
decision date prior to decision,create subcases completeness,121,3,30.2,2.5,10.246,3.357,-0.137,True,learned_prefer
phase application received,initiative competent authority,0,5,0.0,3.0,10.212,3.352,0.0,True,learned_prefer
phase application received,set decision phase: draft decision permitted sent,0,5,0.0,3.0,10.212,3.352,0.0,True,learned_prefer
phase application received,request complete,0,5,0.0,3.0,10.212,3.352,0.0,True,learned_prefer
phase application received,phase application receptive,0,5,0.0,3.0,10.212,3.352,0.0,True,learned_prefer
WAW permit aspect,start WABOprocedure,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,entering senddate draft decision environmental permit,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,treat subcases content,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,enter senddate retrieve missing data,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,create subcases completeness,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,activities regular procedure,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,request complete,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,stop process after terminate on request,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,subcases completeness completed,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,phased application,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,enter senddate party permitted,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,objection to extension procedure term receptive,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,registrer date of publishing received request,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,registration date publication,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
submit draft decision,phase decision ready,0,1,0.0,1.3,10.2,3.35,0.0,True,learned_prefer
submit draft decision,send design decision to stakeholders,0,1,0.0,1.3,10.2,3.35,0.0,True,learned_prefer
submit draft decision,generate draft decision environmental permit,0,1,0.0,1.3,10.2,3.35,0.0,True,learned_prefer
WAW permit aspect,send procedure confirmation,0,2,0.0,2.6,10.2,3.35,0.0,True,learned_prefer
phase draft decision sent,subcases completeness completed,2,1,50.0,3.7,10.185,3.348,-0.086,True,learned_prefer
start decisionphase draft decision - permitting decided,set decision phase decision permitting decided,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,phase draft decision ready,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,set decision phase: draft decision permitted sent,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,procedure change after completeness,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,stop all running subcases 2b,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,set decision status,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,start decision phase decision permitting sent,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,enter date draft decisionenvironmental permit,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,enter senddate draft decision,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,set decision phase: draft decision for inspection,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,phase draft decision sent,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,register deadline,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,record date of decision no permit required,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,send procedure confirmation,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
phase archived case,phase additional information received,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
start decisionphase draft decision - permitting decided,create draft environtmental permit,0,2,0.0,2.7,10.067,3.332,0.0,True,learned_prefer
